DT_GERACAO,AA_ELEICAO,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,DS_GENERO,DS_ESTADO_CIVIL,DS_FAIXA_ETARIA,DS_GRAU_ESCOLARIDADE,DS_RACA_COR,DS_IDENTIDADE_GENERO,DS_QUILOMBOLA,QT_ELEITORES,QT_ELEITORES_BIOMETRIA,QT_ELEITORES_DEFICIENCIA,QT_ELEITORES_NOME_SOCIAL
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,MASCULINO,VIÚVO,80 a 84 anos,LÊ E ESCREVE,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,SOLTEIRO,65 a 69 anos,SUPERIOR COMPLETO,Parda,Transgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01007,BUJARI,9,MASCULINO,DIVORCIADO,60 a 64 anos,ENSINO FUNDAMENTAL COMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01554,MANOEL URBANO,3,FEMININO,SOLTEIRO,65 a 69 anos,LÊ E ESCREVE,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,CASADO,80 a 84 anos,ANALFABETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01554,MANOEL URBANO,3,FEMININO,SOLTEIRO,16 anos,ENSINO MÉDIO INCOMPLETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,FEMININO,DIVORCIADO,50 a 54 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,3,3,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,SOLTEIRO,19 anos,SUPERIOR INCOMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01040,MARECHAL THAUMATURGO,4,FEMININO,CASADO,40 a 44 anos,ANALFABETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,MASCULINO,SOLTEIRO,19 anos,ENSINO FUNDAMENTAL INCOMPLETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,SOLTEIRO,20 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,SOLTEIRO,19 anos,ENSINO MÉDIO INCOMPLETO,Amarela,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,CASADO,19 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,MASCULINO,CASADO,50 a 54 anos,ENSINO FUNDAMENTAL COMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,DIVORCIADO,35 a 39 anos,SUPERIOR COMPLETO,Parda,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,MASCULINO,CASADO,80 a 84 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,4,3,0,0
14/07/2026,2026,AC,01040,MARECHAL THAUMATURGO,4,MASCULINO,DIVORCIADO,55 a 59 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,VIÚVO,45 a 49 anos,ENSINO FUNDAMENTAL COMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01066,PORTO WALTER,4,FEMININO,CASADO,25 a 29 anos,SUPERIOR COMPLETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,MASCULINO,CASADO,60 a 64 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,FEMININO,SOLTEIRO,85 a 89 anos,ANALFABETO,Branca,Cisgênero,NÃO,1,1,1,0
14/07/2026,2026,AC,01139,FEIJÓ,7,FEMININO,SOLTEIRO,30 a 34 anos,SUPERIOR INCOMPLETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,MASCULINO,SOLTEIRO,21 a 24 anos,ENSINO FUNDAMENTAL INCOMPLETO,Amarela,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,FEMININO,CASADO,75 a 79 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,4,4,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,CASADO,35 a 39 anos,SUPERIOR INCOMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,CASADO,65 a 69 anos,ENSINO FUNDAMENTAL INCOMPLETO,Branca,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01040,MARECHAL THAUMATURGO,4,MASCULINO,CASADO,35 a 39 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,MASCULINO,CASADO,65 a 69 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01040,MARECHAL THAUMATURGO,4,FEMININO,CASADO,50 a 54 anos,ENSINO FUNDAMENTAL INCOMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,FEMININO,SOLTEIRO,50 a 54 anos,ENSINO MÉDIO COMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,FEMININO,SOLTEIRO,45 a 49 anos,LÊ E ESCREVE,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01554,MANOEL URBANO,3,FEMININO,CASADO,21 a 24 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,0,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,SOLTEIRO,55 a 59 anos,ENSINO MÉDIO COMPLETO,Preta,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,FEMININO,SOLTEIRO,55 a 59 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,VIÚVO,90 a 94 anos,SUPERIOR INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,CASADO,25 a 29 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,VIÚVO,65 a 69 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01082,RODRIGUES ALVES,4,FEMININO,CASADO,35 a 39 anos,ANALFABETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,DIVORCIADO,50 a 54 anos,ENSINO MÉDIO COMPLETO,Amarela,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,SOLTEIRO,70 a 74 anos,ENSINO FUNDAMENTAL INCOMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01023,PORTO ACRE,1,FEMININO,SOLTEIRO,17 anos,ENSINO MÉDIO INCOMPLETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,MASCULINO,DIVORCIADO,55 a 59 anos,ENSINO FUNDAMENTAL INCOMPLETO,Preta,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,MASCULINO,SOLTEIRO,25 a 29 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,7,7,0,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,FEMININO,SOLTEIRO,40 a 44 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,FEMININO,SOLTEIRO,45 a 49 anos,ENSINO MÉDIO COMPLETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01082,RODRIGUES ALVES,4,MASCULINO,CASADO,30 a 34 anos,SUPERIOR INCOMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,CASADO,35 a 39 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,466,461,4,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,FEMININO,CASADO,35 a 39 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,249,248,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,MASCULINO,SOLTEIRO,21 a 24 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,SOLTEIRO,18 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,11,11,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,CASADO,60 a 64 anos,LÊ E ESCREVE,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,FEMININO,SOLTEIRO,25 a 29 anos,ENSINO MÉDIO COMPLETO,Preta,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01082,RODRIGUES ALVES,4,FEMININO,CASADO,35 a 39 anos,ENSINO MÉDIO COMPLETO,Branca,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,FEMININO,SOLTEIRO,35 a 39 anos,ENSINO FUNDAMENTAL COMPLETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,CASADO,20 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01031,SANTA ROSA DO PURUS,3,MASCULINO,SOLTEIRO,19 anos,ENSINO MÉDIO INCOMPLETO,Amarela,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,MASCULINO,SOLTEIRO,20 anos,ENSINO MÉDIO INCOMPLETO,Parda,Prefere não informar,NÃO,68,65,1,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,SEPARADO JUDICIALMENTE,60 a 64 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,6,6,0,0
14/07/2026,2026,AC,01040,MARECHAL THAUMATURGO,4,FEMININO,CASADO,30 a 34 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,4,4,0,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,FEMININO,DIVORCIADO,45 a 49 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,3,3,0,0
14/07/2026,2026,AC,01015,CAPIXABA,2,FEMININO,SOLTEIRO,25 a 29 anos,ENSINO MÉDIO INCOMPLETO,Parda,Prefere não informar,NÃO,4,4,1,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,CASADO,55 a 59 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,44,42,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,SOLTEIRO,40 a 44 anos,ENSINO MÉDIO COMPLETO,Branca,Cisgênero,NÃO,10,10,1,0
14/07/2026,2026,AC,01015,CAPIXABA,2,FEMININO,SOLTEIRO,21 a 24 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,49,49,1,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,CASADO,55 a 59 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,19,19,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,MASCULINO,CASADO,35 a 39 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,38,38,0,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,FEMININO,CASADO,35 a 39 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,22,22,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,CASADO,30 a 34 anos,ENSINO MÉDIO COMPLETO,Parda,Prefere não informar,NÃO,3,3,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,SOLTEIRO,18 anos,ENSINO FUNDAMENTAL INCOMPLETO,Branca,Cisgênero,NÃO,6,6,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,CASADO,70 a 74 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,7,7,1,0
14/07/2026,2026,AC,01104,JORDÃO,5,MASCULINO,SOLTEIRO,21 a 24 anos,ENSINO MÉDIO INCOMPLETO,Indígena,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,MASCULINO,SOLTEIRO,45 a 49 anos,ENSINO FUNDAMENTAL INCOMPLETO,Preta,Cisgênero,NÃO,8,7,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,SOLTEIRO,65 a 69 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,37,37,1,0
14/07/2026,2026,AC,01490,XAPURI,2,MASCULINO,SOLTEIRO,16 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,FEMININO,SOLTEIRO,50 a 54 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,14,13,0,0
14/07/2026,2026,AC,01015,CAPIXABA,2,MASCULINO,SOLTEIRO,25 a 29 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,32,32,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,SOLTEIRO,40 a 44 anos,ANALFABETO,Parda,Cisgênero,NÃO,41,39,6,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,FEMININO,CASADO,21 a 24 anos,SUPERIOR INCOMPLETO,Branca,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,CASADO,40 a 44 anos,SUPERIOR INCOMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01490,XAPURI,2,FEMININO,SOLTEIRO,70 a 74 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,20,20,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,MASCULINO,CASADO,50 a 54 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,14,14,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,SOLTEIRO,45 a 49 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,30,30,0,0
14/07/2026,2026,AC,01007,BUJARI,9,MASCULINO,SOLTEIRO,25 a 29 anos,ENSINO FUNDAMENTAL INCOMPLETO,Branca,Cisgênero,NÃO,5,5,0,0
14/07/2026,2026,AC,01007,BUJARI,9,MASCULINO,CASADO,70 a 74 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,15,15,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,SOLTEIRO,20 anos,ENSINO MÉDIO COMPLETO,Parda,Prefere não informar,NÃO,7,7,0,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,MASCULINO,SOLTEIRO,30 a 34 anos,LÊ E ESCREVE,Branca,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,SOLTEIRO,30 a 34 anos,ENSINO MÉDIO COMPLETO,Amarela,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01120,ACRELÂNDIA,8,MASCULINO,CASADO,50 a 54 anos,ENSINO FUNDAMENTAL INCOMPLETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,SOLTEIRO,65 a 69 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,6,6,0,0
14/07/2026,2026,AC,01066,PORTO WALTER,4,MASCULINO,SOLTEIRO,45 a 49 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,5,5,0,0
14/07/2026,2026,AC,01490,XAPURI,2,FEMININO,DIVORCIADO,50 a 54 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,7,7,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,SOLTEIRO,60 a 64 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,CASADO,40 a 44 anos,ENSINO FUNDAMENTAL INCOMPLETO,Branca,Cisgênero,NÃO,6,6,0,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,MASCULINO,SOLTEIRO,95 a 99 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,FEMININO,CASADO,45 a 49 anos,ENSINO FUNDAMENTAL COMPLETO,Amarela,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,SOLTEIRO,85 a 89 anos,ANALFABETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,DIVORCIADO,50 a 54 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,CASADO,55 a 59 anos,LÊ E ESCREVE,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01082,RODRIGUES ALVES,4,MASCULINO,SOLTEIRO,21 a 24 anos,ENSINO MÉDIO INCOMPLETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01023,PORTO ACRE,1,FEMININO,DIVORCIADO,55 a 59 anos,ENSINO FUNDAMENTAL INCOMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01023,PORTO ACRE,1,FEMININO,SOLTEIRO,19 anos,ANALFABETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,CASADO,95 a 99 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,4,4,0,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,FEMININO,CASADO,65 a 69 anos,ANALFABETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,SOLTEIRO,35 a 39 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01066,PORTO WALTER,4,MASCULINO,SOLTEIRO,21 a 24 anos,LÊ E ESCREVE,Parda,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,MASCULINO,SOLTEIRO,45 a 49 anos,ENSINO FUNDAMENTAL COMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01090,MÂNCIO LIMA,4,FEMININO,SOLTEIRO,20 anos,ENSINO MÉDIO INCOMPLETO,Indígena,Cisgênero,NÃO,5,5,0,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,FEMININO,SOLTEIRO,30 a 34 anos,ENSINO MÉDIO COMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01082,RODRIGUES ALVES,4,FEMININO,CASADO,55 a 59 anos,SUPERIOR COMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01120,ACRELÂNDIA,8,MASCULINO,DIVORCIADO,30 a 34 anos,SUPERIOR COMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,FEMININO,SOLTEIRO,19 anos,ENSINO MÉDIO INCOMPLETO,Branca,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,FEMININO,VIÚVO,45 a 49 anos,ANALFABETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,MASCULINO,SOLTEIRO,25 a 29 anos,SUPERIOR INCOMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01090,MÂNCIO LIMA,4,FEMININO,SOLTEIRO,30 a 34 anos,ENSINO FUNDAMENTAL COMPLETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,MASCULINO,SOLTEIRO,45 a 49 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Transgênero,NÃO,1,1,0,1
14/07/2026,2026,AC,01082,RODRIGUES ALVES,4,FEMININO,SOLTEIRO,25 a 29 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,57,56,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,MASCULINO,SOLTEIRO,50 a 54 anos,ENSINO MÉDIO COMPLETO,Branca,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,SOLTEIRO,25 a 29 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,8,7,0,0
14/07/2026,2026,AC,01007,BUJARI,9,MASCULINO,DIVORCIADO,75 a 79 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,5,5,0,0
14/07/2026,2026,AC,01120,ACRELÂNDIA,8,FEMININO,SOLTEIRO,60 a 64 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,3,3,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,CASADO,40 a 44 anos,SUPERIOR COMPLETO,Preta,Cisgênero,NÃO,10,10,0,0
14/07/2026,2026,AC,01040,MARECHAL THAUMATURGO,4,MASCULINO,CASADO,40 a 44 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,25,25,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,SOLTEIRO,40 a 44 anos,SUPERIOR COMPLETO,Parda,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,VIÚVO,45 a 49 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,9,9,1,0
14/07/2026,2026,AC,01554,MANOEL URBANO,3,MASCULINO,SOLTEIRO,30 a 34 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,56,49,1,0
14/07/2026,2026,AC,01023,PORTO ACRE,1,MASCULINO,CASADO,55 a 59 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,12,12,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,FEMININO,DIVORCIADO,45 a 49 anos,LÊ E ESCREVE,Parda,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,SOLTEIRO,16 anos,ENSINO FUNDAMENTAL INCOMPLETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,SOLTEIRO,35 a 39 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,27,26,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,SOLTEIRO,19 anos,ENSINO MÉDIO INCOMPLETO,Preta,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01040,MARECHAL THAUMATURGO,4,FEMININO,SOLTEIRO,17 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,16,16,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,MASCULINO,SOLTEIRO,55 a 59 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,31,28,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,SOLTEIRO,35 a 39 anos,ENSINO MÉDIO COMPLETO,Parda,Prefere não informar,NÃO,3,3,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,FEMININO,CASADO,30 a 34 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,SOLTEIRO,70 a 74 anos,ANALFABETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,FEMININO,SOLTEIRO,50 a 54 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,53,53,0,0
14/07/2026,2026,AC,01031,SANTA ROSA DO PURUS,3,FEMININO,SOLTEIRO,35 a 39 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,4,4,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,SOLTEIRO,60 a 64 anos,LÊ E ESCREVE,Parda,Cisgênero,NÃO,28,28,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,DIVORCIADO,50 a 54 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,8,8,1,0
14/07/2026,2026,AC,01090,MÂNCIO LIMA,4,FEMININO,SOLTEIRO,45 a 49 anos,ANALFABETO,Parda,Cisgênero,NÃO,7,6,1,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,CASADO,85 a 89 anos,SUPERIOR INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
